Tornado Number per Year,Year,Month,Day,Date,Time,TimeZone,State,State FIPS Number,Number of Tornado per State per Year,Magnitude,Injuries,Fatalities,Property Loss ($),Crop Loss (millions $),Starting Latitude,Starting Longitude,Ending Latitude,Ending Longitude,Length (miles),Width (yards),fc
534829,2014,6,21,6/21/14,17:43:00,3,KS,20,0,0,0,0,0,0,38.07,-101.75,38.07,-101.74,0.49,25,0
529813,2014,6,21,6/21/14,18:45:00,3,SD,46,0,0,0,0,0,0,45.3,-100.89,45.3,-100.89,0.28,20,0
533230,2014,6,21,6/21/14,19:35:00,3,MN,27,0,1,0,0,0.01,0,47.63,-96.44,47.63,-96.4,2,300,0
527702,2014,6,22,6/22/14,16:42:00,3,OK,40,0,0,0,0,0,0,36.64,-100.27,36.61,-100.27,2.01,100,0
527703,2014,6,22,6/22/14,17:03:00,3,OK,40,0,1,0,0,0,0,36.63,-100.4,36.59,-100.35,3.77,150,0
527704,2014,6,22,6/22/14,17:31:00,3,OK,40,0,0,0,0,0,0,36.52,-100.4,36.51,-100.39,0.44,50,0
527700,2014,6,22,6/22/14,17:57:00,3,TX,48,0,0,0,0,0,0,36.42,-100.42,36.39,-100.42,2,50,0
526467,2014,6,22,6/22/14,18:06:00,3,CO,8,0,0,0,0,0,0,40.4,-104.12,40.4,-104.12,0.1,50,0
527701,2014,6,22,6/22/14,18:22:00,3,TX,48,0,0,0,0,0,0,36.32,-100.33,36.31,-100.33,1,75,0
545589,2014,6,22,6/22/14,20:50:00,3,TX,48,0,1,0,0,0,0,35.94,-100.56,35.95,-100.53,1.86,100,0
531051,2014,6,23,6/23/14,12:30:00,3,SC,45,0,0,0,0,0,0,32.43,-80.67,32.43,-80.67,0.01,50,0
523224,2014,6,23,6/23/14,16:22:00,3,IL,17,0,0,0,0,0,0,38.36,-88.44,38.37,-88.39,2.89,200,0
523226,2014,6,23,6/23/14,16:26:00,3,IL,17,0,0,0,0,0,0,38.37,-88.41,38.35,-88.38,1.8,150,0
530937,2014,6,23,6/23/14,16:55:00,3,OH,39,0,1,0,0,0.75,0,41.23,-81.83,41.25,-81.81,1.72,120,0
531559,2014,6,23,6/23/14,18:59:00,3,OK,40,0,0,0,0,0,0,34.87,-95.56,34.86,-95.55,0.5,50,0
530632,2014,6,24,6/24/14,11:15:00,3,IN,18,0,0,0,0,0.01,0,39.41,-86.73,39.42,-86.72,0.5,75,0
530638,2014,6,24,6/24/14,11:30:00,3,IN,18,0,1,0,0,0.01,0,39.5,-86.63,39.5,-86.63,0.25,75,0
530620,2014,6,24,6/24/14,12:32:00,3,IN,18,0,1,0,0,1.5,0,39.73,-86.35,39.75,-86.31,2.84,75,0
514332,2014,6,25,6/25/14,14:00:00,3,WI,55,0,0,0,0,0,0,42.74,-89.44,42.74,-89.44,0.33,30,0
525393,2014,6,25,6/25/14,15:14:00,3,TX,48,0,0,0,0,0.05,0,28.32,-97.28,28.32,-97.27,0.37,50,0
530615,2014,6,25,6/25/14,18:05:00,3,WY,56,0,1,0,0,0.01,0,44.57,-104.62,44.59,-104.5,5.92,100,0
528936,2014,6,26,6/26/14,13:22:00,3,TX,48,0,0,1,0,0,0,29.34,-94.96,29.34,-94.96,0.04,75,0
530653,2014,6,26,6/26/14,16:55:00,3,WY,56,0,0,0,0,0.01,0,44.05,-105.69,44.05,-105.69,0.33,30,0
528939,2014,6,27,6/27/14,10:07:00,3,TX,48,0,0,0,0,0.01,0,30.13,-94.93,30.13,-94.93,0.01,20,0
528940,2014,6,27,6/27/14,10:24:00,3,TX,48,0,0,0,0,0,0,30.35,-95,30.35,-95,0.03,25,0
515239,2014,6,27,6/27/14,12:46:00,3,LA,22,0,0,0,0,0.01,0,30.06,-92.83,30.13,-92.83,4.62,300,0
515640,2014,6,27,6/27/14,13:36:00,3,FL,12,0,0,0,0,0,0,26.55,-82.02,26.53,-82.01,1.24,20,0
517238,2014,6,27,6/27/14,14:03:00,3,WI,55,0,1,0,0,1.2,0,44.93,-91.77,45.02,-91.71,7.02,100,0
516086,2014,6,27,6/27/14,14:18:00,3,CO,8,0,0,0,0,0,0,38.57,-103.06,38.58,-103.02,2.14,100,0
530642,2014,6,27,6/27/14,16:40:00,3,KS,20,0,0,0,0,0,0,39.3,-101.54,39.3,-101.54,1,25,0
530644,2014,6,27,6/27/14,16:44:00,3,KS,20,0,0,0,0,0,0,39.29,-101.38,39.29,-101.38,2,25,0
528941,2014,6,28,6/28/14,13:25:00,3,TX,48,0,0,0,0,0.04,0,29.8,-95.48,29.81,-95.48,0.73,10,0
515635,2014,6,28,6/28/14,14:22:00,3,OK,40,0,0,0,0,0.05,0,36.43,-95.28,36.46,-95.21,4.3,400,0
531385,2014,6,29,6/29/14,5:05:00,3,KS,20,0,1,0,0,0.05,0,38.82,-100.56,38.82,-100.56,1,50,0
524267,2014,6,29,6/29/14,18:28:00,3,IA,19,0,0,0,0,0,0,42.3,-93.74,42.29,-93.7,1.99,40,0
515804,2014,6,29,6/29/14,19:08:00,3,IA,19,0,0,0,0,0,0,41.72,-95.51,41.72,-95.5,0.5,50,0
524562,2014,6,29,6/29/14,19:18:00,3,IA,19,0,1,0,0,0.03,0,42.35,-92.69,42.35,-92.65,1.9,50,0
524271,2014,6,29,6/29/14,19:25:00,3,IA,19,0,1,0,0,0,0,42.27,-93.09,42.26,-93.07,1.27,75,0
527459,2014,6,29,6/29/14,20:12:00,3,MO,29,0,0,0,0,0,0,39.56,-95.05,39.56,-95.05,0.25,25,0
515944,2014,6,29,6/29/14,20:20:00,3,KS,20,0,0,0,0,0,0,39.08,-95.69,39.1,-95.68,1.63,30,0
527052,2014,6,29,6/29/14,20:55:00,3,MO,29,0,1,0,0,0,0,40.35,-93.49,40.39,-93.37,6.31,300,0
518336,2014,6,29,6/29/14,21:00:00,3,WI,55,0,1,0,0,0.41,0.01,43,-90.64,43,-90.48,8.18,600,0
531379,2014,6,29,6/29/14,21:18:00,3,WI,55,0,2,0,0,3.5,0,43.01,-90.42,43.09,-89.86,29.07,400,0
531383,2014,6,29,6/29/14,21:26:00,3,WI,55,0,2,0,0,0.4,0,42.97,-90.22,43,-90.13,5.05,200,0
520337,2014,6,29,6/29/14,21:36:00,3,IA,19,0,0,0,0,0,0,42.09,-90.96,42.09,-90.96,0.1,25,0
531395,2014,6,29,6/29/14,22:27:00,3,WI,55,0,1,0,0,0.05,0,42.95,-89.38,42.97,-89.34,2.32,500,0
518367,2014,6,29,6/29/14,23:30:00,3,IL,17,0,1,0,0,0.05,0,41.96,-90.12,41.99,-90.1,2.24,600,0
527053,2014,6,29,6/29/14,23:45:00,3,MO,29,0,1,0,0,0,0,40.46,-92.52,40.48,-92.43,4.74,300,0
516316,2014,6,30,6/30/14,11:42:00,3,IA,19,0,1,0,0,0.2,0.03,41.46,-94.47,41.43,-94.34,7.12,200,0
526790,2014,6,30,6/30/14,12:02:00,3,IA,19,0,1,0,0,0.17,0.03,42.16,-93.26,42.21,-93.13,7.54,460,0
516318,2014,6,30,6/30/14,12:13:00,3,IA,19,0,1,0,0,0.01,0.02,41.4,-93.95,41.39,-93.94,1.34,75,0
526807,2014,6,30,6/30/14,12:15:00,3,IA,19,0,1,0,0,0.1,0.01,42.17,-93.14,42.22,-93.04,11.01,190,0
525397,2014,6,30,6/30/14,12:15:00,3,IA,19,0,1,0,0,0.1,0.01,41.4,-93.92,41.37,-93.8,6.38,400,0
526839,2014,6,30,6/30/14,12:27:00,3,IA,19,0,1,0,0,0,0,41.39,-93.74,41.37,-93.71,2.03,190,0
516317,2014,6,30,6/30/14,13:02:00,3,IA,19,0,2,0,0,0.15,0.03,42.21,-92.53,42.19,-92.46,3.7,150,0
520338,2014,6,30,6/30/14,13:27:00,3,IA,19,0,1,0,0,0,0,42.23,-91.91,42.22,-91.91,0.43,75,0
527050,2014,6,30,6/30/14,15:40:00,3,MO,29,0,0,0,0,0,0,40.44,-94.72,40.46,-94.66,3.52,200,0
516068,2014,6,30,6/30/14,17:20:00,3,CO,8,0,0,0,0,0,0,37.36,-102.66,37.36,-102.65,0.27,50,0
527457,2014,6,30,6/30/14,17:43:00,3,MO,29,0,1,0,0,0,0,40.38,-94.3,40.41,-94.27,2.15,300,0
527051,2014,6,30,6/30/14,18:53:00,3,MO,29,0,0,0,0,0,0,40.16,-93.99,40.16,-93.94,2.99,200,0
530902,2014,6,30,6/30/14,20:16:00,3,IL,17,0,1,0,0,0.25,0,41.59,-88.95,41.58,-88.92,1.51,50,0
527054,2014,6,30,6/30/14,20:34:00,3,MO,29,0,1,0,0,0,0,39.21,-94.37,39.21,-94.36,0.8,200,0
530903,2014,6,30,6/30/14,20:38:00,3,IL,17,0,1,0,0,0.05,0,41.48,-88.58,41.48,-88.56,1.15,50,0
530904,2014,6,30,6/30/14,20:44:00,3,IL,17,0,0,0,0,0,0,41.44,-88.47,41.43,-88.43,2.16,50,0
530905,2014,6,30,6/30/14,20:55:00,3,IL,17,0,1,0,0,0.5,0,41.63,-88.18,41.62,-88.13,3.06,75,0
531478,2014,6,30,6/30/14,21:25:00,3,IL,17,0,1,0,0,0.5,0,41.26,-87.78,41.28,-87.71,4.07,200,0
531480,2014,6,30,6/30/14,21:25:00,3,IL,17,0,1,0,0,0.05,0,41.25,-87.74,41.3,-87.59,8.69,150,0
531479,2014,6,30,6/30/14,21:26:00,3,IL,17,0,1,0,0,0.1,0,41.26,-87.72,41.27,-87.66,3.05,300,0
531481,2014,6,30,6/30/14,21:29:00,3,IL,17,0,1,0,0,0,0,41.2,-87.66,41.2,-87.62,2.15,225,0
531482,2014,6,30,6/30/14,21:31:00,3,IL,17,0,1,0,0,0.01,0,41.19,-87.64,41.18,-87.58,3.09,150,0
531485,2014,6,30,6/30/14,21:32:00,3,IL,17,0,1,0,0,0.25,0,41.27,-87.57,41.28,-87.51,3.4,200,0
531491,2014,6,30,6/30/14,21:33:00,3,IL,17,0,1,0,0,0.15,0,41.26,-87.55,41.28,-87.53,1.66,100,0
531493,2014,6,30,6/30/14,21:35:00,3,IN,18,0,1,0,0,0.01,0,41.19,-87.53,41.18,-87.41,6.24,300,0
531494,2014,6,30,6/30/14,21:38:00,3,IN,18,0,1,0,0,0.1,0,41.26,-87.49,41.27,-87.3,9.92,500,0
531591,2014,6,30,6/30/14,21:39:00,3,IN,18,0,1,0,0,0,0,41.25,-87.46,41.25,-87.41,2.57,250,0
531590,2014,6,30,6/30/14,21:39:00,3,IN,18,0,1,0,0,0.01,0,41.28,-87.47,41.28,-87.43,2.01,150,0
531592,2014,6,30,6/30/14,21:42:00,3,IN,18,0,1,0,0,0.1,0,41.19,-87.41,41.19,-87.33,3.85,300,0
531593,2014,6,30,6/30/14,21:49:00,3,IN,18,0,1,0,0,0.5,0,41.19,-87.28,41.2,-87.16,6.26,200,0
531594,2014,6,30,6/30/14,21:55:00,3,IN,18,0,1,0,0,0.01,0,41.22,-87.13,41.22,-87.11,0.94,100,0
530497,2014,6,30,6/30/14,22:11:00,3,IN,18,0,1,0,0,0,0,41.56,-86.86,41.56,-86.85,0.26,200,0
529960,2014,6,30,6/30/14,22:24:00,3,IN,18,0,1,0,0,0,0,41.48,-86.68,41.48,-86.59,4.72,200,0
530498,2014,6,30,6/30/14,22:25:00,3,IN,18,0,1,0,0,0,0,41.42,-86.64,41.43,-86.55,4.93,400,0
530499,2014,6,30,6/30/14,22:29:00,3,IN,18,0,1,0,0,0,0,41.42,-86.53,41.44,-86.44,4.85,400,0
530732,2014,6,30,6/30/14,22:35:00,3,IN,18,0,1,0,0,0,0,41.35,-86.44,41.36,-86.31,6.85,150,0
530733,2014,6,30,6/30/14,22:41:00,3,IN,18,0,1,0,0,0,0,41.36,-86.29,41.36,-86.29,0.16,50,0
538299,2014,6,30,6/30/14,23:06:00,3,IN,18,0,1,0,0,0,0,41.2,-85.92,41.19,-85.92,0.55,150,0
538306,2014,6,30,6/30/14,23:06:00,3,IN,18,0,0,0,0,0,0,41.41,-85.92,41.42,-85.89,1.79,50,0
538340,2014,6,30,6/30/14,23:08:00,3,IN,18,0,1,0,0,0,0,41.03,-85.9,41.05,-85.76,7.01,150,0
538500,2014,6,30,6/30/14,23:22:00,3,IN,18,0,1,0,0,0,0,41.05,-85.66,41.06,-85.65,0.45,50,0
538502,2014,6,30,6/30/14,23:38:00,3,IN,18,0,1,0,0,0,0,41.64,-85.44,41.64,-85.42,0.93,50,0
536891,2014,7,2,7/2/14,16:00:00,3,TX,48,0,0,0,0,0,0,33.1,-99.61,33.1,-99.61,0.22,50,0
526757,2014,7,3,7/3/14,14:36:00,3,NC,37,0,1,0,0,0.15,0,34.8,-78.01,34.81,-78.02,0.77,200,0
526776,2014,7,3,7/3/14,18:50:00,3,NC,37,0,1,0,0,0.03,0,35.96,-77.2,35.96,-77.22,1.13,100,0
535327,2014,7,3,7/3/14,21:25:00,3,NC,37,0,0,0,0,0.03,0.01,36.34,-76.98,36.35,-76.99,0.9,30,0
535359,2014,7,3,7/3/14,23:15:00,3,VA,51,0,0,0,0,0.03,0,36.88,-76.08,36.88,-76.07,0.31,30,0
535375,2014,7,3,7/3/14,23:40:00,3,VA,51,0,0,0,0,0.01,0,36.92,-76.27,36.92,-76.27,0.25,30,0
535290,2014,7,4,7/4/14,18:00:00,3,NH,33,0,0,0,0,0,0,43.59,-71.35,43.59,-71.34,0.36,10,0
517643,2014,7,6,7/6/14,12:42:00,3,FL,12,0,0,0,0,0.05,0,28.65,-80.84,28.65,-80.84,0.09,35,0
517441,2014,7,6,7/6/14,17:03:00,3,IA,19,0,0,0,0,0,0,42.32,-93.69,42.32,-93.68,0.55,25,0
517520,2014,7,6,7/6/14,18:00:00,3,IA,19,0,0,0,0,0,0,42.63,-92.88,42.63,-92.87,0.4,15,0
517645,2014,7,6,7/6/14,18:58:00,3,IA,19,0,1,0,0,0.2,0.05,42.33,-92.64,42.3,-92.59,3.21,100,0
532538,2014,7,6,7/6/14,19:02:00,3,MI,26,0,0,0,0,0,0,46.36,-88.18,46.32,-88.08,5.65,100,0
526580,2014,7,6,7/6/14,19:08:00,3,IA,19,0,0,0,0,0,0,42.3,-92.59,42.28,-92.57,1.47,20,0
517646,2014,7,6,7/6/14,19:12:00,3,IA,19,0,1,0,0,0.03,0.2,42.29,-92.55,42.2,-92.41,9.68,225,0
535821,2014,7,6,7/6/14,19:25:00,3,ND,38,0,0,0,0,0,0,48.03,-102.74,47.99,-102.69,3.77,40,0
517655,2014,7,6,7/6/14,19:41:00,3,IA,19,0,0,0,0,0,0,41.52,-94.27,41.5,-94.27,0.94,20,0
517654,2014,7,6,7/6/14,19:45:00,3,IA,19,0,0,0,0,0,0.05,41.82,-93.06,41.77,-93,4.63,80,0
520756,2014,7,6,7/6/14,19:56:00,3,IA,19,0,0,0,0,0,0,42.09,-92.25,42.09,-92.25,0.1,10,0
524574,2014,7,6,7/6/14,20:15:00,3,IA,19,0,0,0,0,0,0,41.72,-92.97,41.72,-92.97,0.52,25,0
520838,2014,7,6,7/6/14,20:20:00,3,MI,26,0,1,6,0,4.5,0,42.85,-85.7,42.91,-85.61,6.25,400,0
520839,2014,7,6,7/6/14,22:16:00,3,MI,26,0,0,0,0,0.3,0,42.94,-84.98,42.95,-84.96,1,50,0
520841,2014,7,6,7/6/14,22:34:00,3,MI,26,0,0,0,0,0.05,0,42.99,-84.91,43,-84.87,0.75,150,0
520842,2014,7,6,7/6/14,23:00:00,3,MI,26,0,0,0,0,0.05,0,43.02,-84.65,43.04,-84.63,1.6,80,0
529029,2014,7,7,7/7/14,17:40:00,3,KY,21,0,0,0,0,0.15,0,38.77,-84.93,38.77,-84.93,0.47,200,0
522638,2014,7,7,7/7/14,17:43:00,3,MN,27,0,0,0,0,0,0,44.81,-92.81,44.8,-92.76,2.59,50,0
535427,2014,7,8,7/8/14,11:33:00,3,OH,39,0,1,0,0,0.08,0,41.24,-82,41.26,-81.84,8.3,200,0
535429,2014,7,8,7/8/14,11:43:00,3,OH,39,0,1,0,0,0.02,0,41.27,-81.76,41.28,-81.73,1.57,200,0
535430,2014,7,8,7/8/14,12:15:00,3,OH,39,0,0,0,0,0.23,0,41.02,-80.83,41.06,-80.73,5.39,200,0
533565,2014,7,8,7/8/14,12:48:00,3,PA,42,0,1,0,0,0.07,0,41.2,-80.33,41.21,-80.29,2.46,150,0
533582,2014,7,8,7/8/14,13:25:00,3,WV,54,0,1,0,0,0.03,0,39.53,-80.06,39.54,-80.02,2.24,50,0
518856,2014,7,8,7/8/14,13:55:00,3,WV,54,0,1,0,0,0.05,0,39.37,-80.04,39.4,-79.96,4.41,150,0
520909,2014,7,8,7/8/14,16:15:00,3,PA,42,0,2,0,0,0.1,0,41.55,-76.48,41.6,-76.44,6.68,500,0
520551,2014,7,8,7/8/14,16:33:00,3,NY,36,0,1,0,0,0.03,0,43.2,-75.6,43.2,-75.6,1,600,0
538088,2014,7,8,7/8/14,16:48:00,3,NY,36,0,1,0,0,0.25,0,43.78,-75.58,43.89,-75.39,12.32,300,0
520574,2014,7,8,7/8/14,17:00:00,3,PA,42,0,0,0,0,0.01,0,41.23,-76.23,41.23,-76.23,0.9,50,0
520552,2014,7,8,7/8/14,17:02:00,3,NY,36,0,2,0,4,0.6,0,42.99,-75.64,42.99,-75.64,2.5,235,0
520575,2014,7,8,7/8/14,17:05:00,3,PA,42,0,1,0,0,0.1,0,41.75,-75.74,41.75,-75.74,1.4,150,0
520553,2014,7,8,7/8/14,17:25:00,3,NY,36,0,1,0,0,0.11,0,43.12,-75.22,43.12,-75.22,1.3,65,0
531897,2014,7,8,7/8/14,18:40:00,3,NY,36,0,0,0,0,0,0,43.69,-73.99,43.7,-73.98,1.09,100,0
539170,2014,7,10,7/10/14,13:35:00,3,VA,51,0,0,10,0,0.3,0,36.84,-75.98,36.85,-75.97,0.34,30,0
523119,2014,7,12,7/12/14,11:20:00,3,FL,12,0,0,0,0,0,0,27.24,-80.76,27.24,-80.76,0.08,15,0
521108,2014,7,12,7/12/14,14:45:00,3,CO,8,0,0,0,0,0,0,38.59,-104.48,38.58,-104.47,0.53,50,0
533090,2014,7,12,7/12/14,20:20:00,3,IL,17,0,0,0,0,0,0,41.26,-90.74,41.26,-90.73,0.38,50,0
533105,2014,7,12,7/12/14,20:30:00,3,IL,17,0,1,0,0,0,0.01,41.27,-90.67,41.27,-90.6,3.7,100,0
533109,2014,7,12,7/12/14,20:46:00,3,IL,17,0,1,0,0,0,0,41.24,-90.53,41.26,-90.48,2.78,50,0
533112,2014,7,12,7/12/14,21:00:00,3,IL,17,0,1,0,0,0,0,41.21,-90.43,41.22,-90.41,0.66,50,0
520142,2014,7,13,7/13/14,13:40:00,3,WY,56,0,0,0,0,0,0,41.14,-104.63,41.14,-104.63,0.17,25,0
520920,2014,7,13,7/13/14,14:34:00,3,NY,36,0,1,0,0,0.05,0,42.43,-76.93,42.43,-76.93,3.5,125,0
520158,2014,7,13,7/13/14,15:09:00,3,NE,31,0,0,0,0,0,0,41.11,-103.66,41.11,-103.66,0.14,25,0
537077,2014,7,13,7/13/14,17:37:00,3,WV,54,0,0,0,0,0,0.01,39.4,-78.19,39.4,-78.19,0.07,50,0
520922,2014,7,13,7/13/14,18:30:00,3,NY,36,0,1,0,0,0.01,0,41.85,-74.77,41.85,-74.77,0.75,270,0
521417,2014,7,14,7/14/14,11:40:00,3,CO,8,0,0,0,0,0,0,38.22,-102.5,38.21,-102.49,0.37,75,0
535368,2014,7,15,7/15/14,16:52:00,3,ME,23,0,1,0,0,0,0,44.91,-69.41,44.93,-69.36,2.75,800,0
528096,2014,7,16,7/16/14,18:08:00,3,TX,48,0,0,0,0,0,0,36.35,-102.05,36.35,-102.05,0.01,50,0
528097,2014,7,16,7/16/14,18:26:00,3,TX,48,0,0,0,0,0,0,36.31,-102.05,36.3,-102.07,1.34,100,0
528098,2014,7,16,7/16/14,19:23:00,3,TX,48,0,0,0,0,0,0,36.03,-102.08,35.98,-102.08,3.07,100,0
533032,2014,7,21,7/21/14,12:35:00,3,TX,48,0,0,0,0,0.01,0,29.38,-94.91,29.38,-94.91,0.1,20,0
523657,2014,7,21,7/21/14,18:35:00,3,ND,38,0,0,0,0,0,0,47.62,-98.59,47.67,-98.41,9.08,100,0
523667,2014,7,21,7/21/14,18:47:00,3,ND,38,0,0,0,0,0,0,47.78,-98.52,47.78,-98.52,0.01,20,0
523679,2014,7,21,7/21/14,19:29:00,3,ND,38,0,1,0,0,0,0,47.82,-97.57,47.89,-97.48,8,300,0
523695,2014,7,21,7/21/14,19:52:00,3,MN,27,0,2,0,0,0,0,47.7,-96.86,47.86,-96.08,37.92,800,0
536548,2014,7,23,7/23/14,17:26:00,3,MS,28,0,0,0,0,0,0,32.43,-90.03,32.43,-90.02,0.7,25,0
537138,2014,7,24,7/24/14,6:25:00,3,VA,51,0,1,5,0,0.2,0,37.29,-76.07,37.3,-75.93,7.69,150,0
535296,2014,7,24,7/24/14,6:30:00,3,NH,33,0,0,0,0,0,0,43.69,-71.31,43.69,-71.3,0.02,10,0
523124,2014,7,24,7/24/14,15:59:00,3,FL,12,0,0,0,0,0,0,28.46,-80.99,28.46,-80.99,0.25,15,0
532494,2014,7,24,7/24/14,19:19:00,3,MT,30,0,0,0,0,0,0,46.99,-104.27,46.99,-104.27,1,100,0
523060,2014,7,25,7/25/14,14:24:00,3,FL,12,0,1,0,0,0.72,0,28.98,-80.93,28.99,-80.91,1.69,75,0
537968,2014,7,27,7/27/14,10:50:00,3,CT,9,0,0,0,0,0.03,0,41.61,-72.98,41.61,-72.97,0.72,100,0
527840,2014,7,27,7/27/14,13:29:00,3,OH,39,0,0,0,0,0.01,0,40.12,-83.61,40.12,-83.61,0.07,50,0
530362,2014,7,27,7/27/14,14:24:00,3,KY,21,0,1,0,0,0,0,36.96,-83.35,36.95,-83.31,2,900,0
532214,2014,7,27,7/27/14,14:55:00,3,MA,25,0,1,0,0,0,0,42.45,-73.19,42.45,-73.18,0.25,20,0
535345,2014,7,27,7/27/14,15:05:00,3,ME,23,0,0,0,0,0,0,43.9,-70.59,43.9,-70.58,0.63,10,0
526273,2014,7,27,7/27/14,15:45:00,3,TN,47,0,1,0,0,0,0,36.46,-82.56,36.46,-82.56,0.5,50,0
526274,2014,7,27,7/27/14,15:47:00,3,TN,47,0,0,0,0,0,0,36.45,-82.55,36.42,-82.43,7.1,300,0
526284,2014,7,27,7/27/14,15:58:00,3,TN,47,0,3,0,0,0,0,36.47,-83.98,36.44,-83.9,4.66,800,0
523578,2014,7,27,7/27/14,17:14:00,3,WV,54,0,1,0,0,0.02,0,39.34,-81.14,39.3,-81.08,4.1,200,0
524638,2014,7,27,7/27/14,18:05:00,3,WI,55,0,0,0,0,0,0,43.95,-88.5,43.95,-88.5,0.01,10,0
528790,2014,7,27,7/27/14,18:39:00,3,OH,39,0,0,0,0,0.08,0,39.19,-83.66,39.17,-83.62,2.52,1300,0
523779,2014,7,27,7/27/14,18:50:00,3,WV,54,0,1,0,0,0.07,0,39.12,-80.29,39.12,-80.28,1.07,50,0
535097,2014,7,28,7/28/14,7:32:00,3,MA,25,0,2,2,0,4,0,42.4,-71.02,42.42,-71,1.93,660,0
535401,2014,7,28,7/28/14,13:49:00,3,ME,23,0,1,0,0,0,0,43.66,-70.68,43.68,-70.66,1.71,80,0
531643,2014,7,28,7/28/14,15:53:00,3,CO,8,0,0,0,0,0,0,40.06,-104.8,40.06,-104.8,0.1,50,0
531642,2014,7,28,7/28/14,16:09:00,3,CO,8,0,0,0,0,0,0,39.83,-104.79,39.83,-104.79,0.1,50,0
535462,2014,7,31,7/31/14,14:10:00,3,NV,32,0,0,0,0,0,0,40.98,-116.38,40.98,-116.37,0.48,7,0
536065,2014,7,31,7/31/14,17:10:00,3,MT,30,0,0,0,0,0,0,48.48,-108.37,48.48,-108.37,0.1,5,0
538821,2014,8,4,8/4/14,13:40:00,3,NV,32,0,0,0,0,0,0,35.83,-114.87,35.83,-114.87,0.08,25,0
538218,2014,8,6,8/6/14,18:10:00,3,CO,8,0,0,0,0,0,0,39.76,-104.42,39.76,-104.42,0.1,50,0
532445,2014,8,9,8/9/14,14:45:00,3,KS,20,0,0,0,0,0,0,39.82,-101.88,39.82,-101.88,0.5,10,0
532481,2014,8,9,8/9/14,14:57:00,3,KS,20,0,0,0,0,0,0,39.68,-101.69,39.68,-101.69,0.25,10,0
540463,2014,8,9,8/9/14,15:30:00,3,SD,46,0,0,0,0,0,0,44.71,-96.48,44.71,-96.47,0.83,20,0
532483,2014,8,9,8/9/14,15:55:00,3,KS,20,0,0,0,0,0,0,39.62,-101.63,39.62,-101.63,0.25,10,0
534517,2014,8,11,8/11/14,12:46:00,3,WI,55,0,0,0,0,0,0,46.58,-90.92,46.58,-90.92,0.05,3,0
533743,2014,8,11,8/11/14,13:00:00,3,OH,39,0,0,0,0,0,0,40.15,-82.06,40.15,-82.05,0.16,25,0
532243,2014,8,12,8/12/14,9:15:00,3,OH,39,0,0,0,0,0,0,40.18,-82.63,40.18,-82.63,0.09,20,0
528538,2014,8,13,8/13/14,19:30:00,3,WA,53,0,0,0,0,0,0,46.32,-119.8,46.32,-119.8,0.25,15,0
529466,2014,8,15,8/15/14,11:55:00,3,FL,12,0,0,0,0,0,0,27.52,-80.36,27.52,-80.35,0.15,15,0
540447,2014,8,15,8/15/14,14:39:00,3,AZ,4,0,0,0,0,0,0,32.27,-110,32.26,-109.99,0.79,50,0
537475,2014,8,16,8/16/14,14:33:00,3,FL,12,0,0,0,0,0,0,26.42,-80.27,26.42,-80.26,0.37,10,0
531674,2014,8,17,8/17/14,15:33:00,3,KY,21,0,1,0,0,0.04,0.01,37.72,-87.52,37.71,-87.5,1.65,60,0
531661,2014,8,17,8/17/14,16:31:00,3,KY,21,0,0,0,0,0.01,0.01,37.3,-87.02,37.3,-87.01,0.59,125,0
527839,2014,8,17,8/17/14,18:00:00,3,IA,19,0,0,0,0,0,0,43.43,-94.62,43.42,-94.61,0.83,25,0
528564,2014,8,18,8/18/14,15:23:00,3,WI,55,0,0,0,0,0,0,44.23,-88.62,44.23,-88.58,2.06,50,0
539505,2014,8,20,8/20/14,12:04:00,3,MI,26,0,0,0,0,0.01,0,42.77,-82.84,42.77,-82.83,0.29,100,0
540594,2014,8,20,8/20/14,13:45:00,3,ID,16,0,0,0,0,0,0,43.9,-113.59,43.9,-113.59,0.1,5,0
532652,2014,8,21,8/21/14,4:20:00,3,MN,27,0,0,0,0,0,0,44.04,-94.92,44.04,-94.92,0.1,50,0
533808,2014,8,21,8/21/14,14:25:00,3,PA,42,0,0,0,0,0,0,41.09,-78.99,41.08,-78.98,0.54,20,0
533809,2014,8,21,8/21/14,14:27:00,3,PA,42,0,0,0,0,0,0,41.07,-79.01,41.02,-78.94,5.36,50,0
540678,2014,8,23,8/23/14,16:30:00,3,SD,46,0,0,0,0,0,0,45.18,-99.11,45.21,-99.12,2.13,10,0
540680,2014,8,23,8/23/14,16:35:00,3,SD,46,0,0,0,0,0,0,45.18,-99.13,45.24,-99.1,4.4,15,0
540688,2014,8,23,8/23/14,17:31:00,3,SD,46,0,1,0,0,0,0,45.48,-98.98,45.5,-98.97,1.46,10,0
532520,2014,8,24,8/24/14,16:47:00,3,MN,27,0,0,0,0,0,0,45.8,-93.98,45.84,-93.88,5.67,150,0
538907,2014,8,25,8/25/14,17:40:00,3,CO,8,0,0,0,0,0,0,38.37,-105.14,38.37,-105.12,0.96,75,0
539471,2014,8,28,8/28/14,16:30:00,3,KS,20,0,0,0,0,0,0,39.21,-98.92,39.21,-98.92,0.1,25,0
533876,2014,8,28,8/28/14,17:30:00,3,KS,20,0,1,0,0,0,0,38.72,-98.92,38.74,-98.89,2,220,0
